EmployeeID,Age,Gender,Department,JobRole,EducationLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,TrainingTimesLastYear,OverTime,MonthlyIncome,DistanceFromHome,Attrition
10557,39,Female,Sales,Analyst,3,3,4,1,1,10,5,0,No,11382,4,No
10558,49,Female,Finance,Analyst,5,3,1,4,2,1,7,3,No,8421,8,No
10559,33,Female,Marketing,Coordinator,1,3,4,4,1,6,5,3,Yes,10537,25,Yes
10560,33,Female,Sales,Specialist,4,3,2,1,4,16,3,5,No,7028,2,No
10561,57,Male,Operations,Engineer,5,3,2,1,2,10,0,4,Yes,16197,6,No
10562,50,Male,R&D,Specialist,4,3,2,2,1,9,6,2,No,12272,8,No
10563,32,Male,IT,Executive,2,3,3,4,3,0,7,4,Yes,6312,11,No
10564,27,Male,HR,Executive,5,1,2,2,1,18,3,0,No,14399,14,No
10565,42,Female,Marketing,Coordinator,5,3,1,3,1,0,8,5,No,14821,3,Yes
10566,31,Male,HR,Engineer,2,3,3,4,3,19,7,0,No,14571,24,No
10567,53,Male,IT,Analyst,4,3,1,3,1,19,9,0,Yes,11954,28,Yes
10568,54,Female,Sales,Engineer,2,1,3,3,1,5,1,5,Yes,19081,24,No
10569,38,Female,HR,Analyst,3,3,1,4,3,15,9,0,Yes,14637,12,Yes
10570,24,Female,IT,Manager,1,4,2,3,1,11,7,5,Yes,11242,3,No
10571,39,Male,IT,Manager,4,3,3,1,2,10,3,1,Yes,18373,4,No
10572,31,Male,HR,Engineer,5,3,1,2,1,17,9,2,No,6594,19,Yes
10573,29,Female,R&D,Manager,3,2,3,1,2,6,8,3,No,13028,16,No
10574,55,Female,Sales,Manager,4,3,3,3,3,13,2,5,No,14686,19,No
10575,58,Female,R&D,Executive,1,3,2,1,2,12,2,2,No,12492,5,No
10576,54,Female,R&D,Analyst,5,4,3,4,3,19,6,1,No,12959,7,No
10577,31,Male,Finance,Coordinator,2,1,4,3,1,7,7,5,No,6839,18,No
10578,39,Female,Sales,Manager,1,4,1,4,1,13,5,5,No,12400,3,Yes
10579,46,Male,Marketing,Specialist,4,3,4,3,3,17,5,5,No,11899,9,No
10580,57,Female,R&D,Executive,5,3,3,3,2,3,9,0,No,14252,14,No
10581,23,Female,Operations,Analyst,4,4,1,4,2,3,7,1,No,13289,19,No
10582,40,Male,HR,Executive,1,2,4,3,2,8,9,3,No,4507,6,No
10583,31,Female,Sales,Specialist,5,2,4,2,2,1,9,2,No,6576,22,Yes
10584,24,Female,Finance,Coordinator,1,4,2,4,1,13,1,0,No,16817,21,No
10585,40,Female,R&D,Analyst,4,4,4,3,2,11,4,4,Yes,9798,15,No
10586,47,Male,Operations,Engineer,5,4,3,2,4,18,1,3,No,17696,22,No
10587,46,Male,HR,Engineer,5,1,1,2,3,17,2,0,No,6240,16,No
10588,38,Female,HR,Executive,5,3,3,3,2,11,6,5,Yes,16405,11,No
10589,31,Female,Marketing,Coordinator,4,3,4,2,3,0,0,4,No,7533,27,No
10590,32,Male,Operations,Engineer,3,4,3,3,3,9,3,3,No,17620,29,No
10591,32,Male,Sales,Analyst,4,2,4,3,1,1,6,0,Yes,16123,2,No
10592,33,Male,HR,Specialist,2,4,2,3,3,13,4,4,No,15297,23,No
10593,29,Female,HR,Specialist,3,3,3,3,2,19,4,0,Yes,11786,4,No
10594,45,Female,HR,Engineer,4,3,3,2,4,15,2,2,Yes,19735,21,No
10595,35,Female,IT,Manager,2,2,2,1,2,18,7,5,No,17393,6,No
10596,44,Female,R&D,Manager,1,1,3,4,1,13,2,5,No,8689,12,No
10597,57,Male,R&D,Coordinator,2,3,4,1,2,13,6,5,No,13468,14,No
10598,38,Male,HR,Manager,5,2,2,3,3,3,0,2,No,11104,4,No
10599,26,Male,Finance,Engineer,3,3,3,3,4,10,2,4,No,7292,25,No
10600,24,Female,IT,Engineer,4,3,4,3,2,1,0,2,No,14263,22,No
10601,30,Male,HR,Engineer,4,4,4,1,3,6,3,5,No,16686,15,No
10602,41,Female,Sales,Analyst,5,1,1,4,2,12,2,2,No,6857,11,No
10603,41,Male,Marketing,Manager,3,3,1,1,4,7,8,3,Yes,11497,20,No
10604,40,Female,Marketing,Executive,3,1,1,4,2,11,1,1,No,19834,23,Yes
10605,42,Female,IT,Coordinator,5,3,2,3,2,6,4,2,No,9420,16,No
10606,37,Male,Finance,Analyst,3,4,4,2,3,1,9,4,No,5289,7,No
10607,54,Male,Sales,Coordinator,5,3,2,2,4,5,2,3,No,17697,12,No
10608,26,Male,Operations,Coordinator,2,4,2,1,3,10,2,4,No,12510,20,No
10609,45,Male,Operations,Analyst,5,4,2,2,1,16,4,2,Yes,14985,14,Yes
10610,36,Male,R&D,Engineer,4,2,2,2,3,14,1,0,Yes,15466,1,No
10611,47,Male,IT,Engineer,1,1,2,4,4,19,4,0,Yes,19712,14,No
10612,46,Female,R&D,Analyst,2,3,3,3,3,10,2,2,Yes,8455,5,No
10613,49,Male,R&D,Engineer,4,3,1,2,2,8,1,0,Yes,19496,20,Yes
10614,54,Female,IT,Manager,2,3,2,3,4,16,4,1,No,3273,18,No
10615,39,Female,Marketing,Analyst,4,3,3,3,4,19,2,4,Yes,11680,25,No
10616,39,Female,Operations,Coordinator,3,1,3,3,2,9,7,5,No,8616,26,No
10617,59,Male,IT,Analyst,5,4,4,3,1,3,1,1,No,19617,5,No
10618,54,Male,Sales,Analyst,4,2,2,2,1,3,6,3,Yes,16077,18,Yes
10619,48,Male,Finance,Engineer,4,1,1,1,1,15,7,5,No,4076,3,No
10620,36,Male,R&D,Analyst,3,3,4,2,2,0,6,2,No,9937,16,No
10621,34,Male,Marketing,Executive,1,3,2,1,1,6,1,4,No,7274,10,No
10622,55,Male,Operations,Executive,1,3,4,1,2,1,8,5,No,12299,18,No
10623,25,Female,R&D,Manager,5,4,1,3,4,3,9,2,No,18721,18,No
10624,56,Female,Marketing,Analyst,3,3,1,2,2,1,5,2,No,8080,1,Yes
10625,40,Female,HR,Analyst,2,1,2,4,1,15,8,1,No,16464,13,No
10626,52,Female,Finance,Coordinator,4,2,1,1,3,3,2,0,Yes,18893,3,No
10627,46,Female,Sales,Engineer,5,1,1,1,1,9,8,0,No,18800,13,No
10628,33,Male,R&D,Coordinator,1,2,1,2,4,9,2,4,No,12291,2,No
10629,33,Male,HR,Specialist,2,4,2,4,4,2,2,4,No,19715,10,No
10630,46,Female,HR,Coordinator,3,4,4,4,4,8,7,4,No,5407,6,No
10631,54,Female,Marketing,Specialist,4,3,4,1,1,6,5,3,No,9839,26,No
10632,58,Female,Finance,Analyst,4,3,4,2,2,18,0,5,No,19450,22,No
10633,49,Male,Operations,Manager,1,3,4,4,2,7,1,0,No,12996,20,No
10634,30,Male,Operations,Executive,1,2,4,3,3,17,9,3,Yes,6750,29,No
10635,35,Male,R&D,Analyst,5,1,4,4,2,3,7,4,No,3039,8,No
10636,24,Male,R&D,Analyst,4,3,4,1,3,4,6,1,Yes,4545,27,No
10637,26,Male,Operations,Manager,4,1,1,3,4,15,7,4,No,4265,23,Yes
10638,47,Male,Sales,Manager,4,4,4,4,3,17,7,1,Yes,10722,2,No
10639,39,Male,Sales,Specialist,4,3,1,4,3,5,5,0,No,7319,11,Yes
10640,59,Female,HR,Analyst,2,2,3,4,3,11,6,2,Yes,4348,17,No
10641,42,Female,Finance,Analyst,3,3,2,1,1,19,5,2,No,10848,12,No
10642,37,Male,Sales,Engineer,2,3,1,3,4,4,0,4,No,12718,5,No
10643,44,Female,R&D,Executive,3,3,2,1,1,18,4,0,No,12459,21,No
10644,50,Male,Marketing,Engineer,2,4,2,4,4,12,9,1,No,3039,6,No
10645,31,Female,Sales,Engineer,5,3,3,2,1,12,0,2,Yes,3755,19,No
10646,26,Male,Finance,Executive,3,3,4,3,1,3,1,2,Yes,19290,18,No
10647,32,Male,R&D,Analyst,4,3,3,2,4,10,4,0,No,11263,4,No
10648,50,Female,Finance,Specialist,3,3,1,1,4,5,1,1,No,19377,11,Yes
10649,48,Male,Operations,Executive,4,2,1,3,2,8,3,2,No,12511,24,Yes
10650,55,Female,Finance,Manager,5,1,1,3,3,19,2,0,No,9516,14,Yes
10651,35,Male,Finance,Analyst,3,2,2,4,4,6,8,0,No,15367,17,No
10652,31,Female,Finance,Executive,1,2,4,1,2,11,9,3,No,14342,11,No
10653,32,Male,R&D,Executive,4,4,4,4,1,9,4,5,No,4102,7,No
10654,32,Female,Finance,Coordinator,3,4,4,4,3,2,1,0,No,10675,2,No
10655,56,Male,Finance,Executive,2,3,3,1,3,6,9,2,No,16373,3,No
10656,40,Female,Marketing,Specialist,3,3,3,4,2,9,5,1,No,10026,29,No
10657,45,Female,Marketing,Engineer,4,3,1,1,1,0,5,5,No,18291,18,No
10658,22,Female,IT,Engineer,1,3,4,2,4,11,4,0,No,17462,3,No
10659,33,Female,IT,Coordinator,1,3,4,4,2,0,2,2,No,4317,27,No
10660,35,Male,Marketing,Executive,2,3,3,3,3,12,7,5,No,19568,19,No
10661,24,Female,HR,Executive,5,3,2,3,1,6,4,5,No,16774,5,No
10662,53,Male,R&D,Engineer,1,3,4,2,1,17,9,3,No,12143,5,No
10663,37,Male,IT,Specialist,5,3,1,3,2,7,8,1,No,13904,19,No
10664,59,Male,Finance,Analyst,4,4,4,2,2,5,3,4,No,5747,23,No
10665,31,Male,Sales,Engineer,3,3,3,2,2,14,3,4,No,7800,22,No
10666,38,Male,Finance,Executive,5,1,4,4,1,17,1,5,No,12663,28,No
10667,25,Male,Sales,Specialist,4,3,1,1,4,3,2,0,No,14819,25,Yes
10668,36,Male,Marketing,Specialist,4,3,2,2,4,11,6,4,Yes,18316,4,No
10669,54,Male,Marketing,Coordinator,4,2,2,3,3,7,5,1,No,6053,14,No
10670,31,Female,Operations,Executive,2,3,1,3,1,4,6,1,No,8534,1,Yes
10671,28,Female,Operations,Manager,2,3,1,1,4,1,6,2,No,13260,27,Yes
10672,54,Male,Marketing,Specialist,5,3,4,4,1,17,8,4,Yes,17908,26,Yes
10673,38,Female,Marketing,Engineer,4,4,4,3,1,3,2,4,No,9427,23,No
10674,33,Female,R&D,Manager,5,3,3,4,1,18,5,5,Yes,3642,6,No
10675,38,Male,R&D,Coordinator,1,2,2,2,2,7,1,2,No,11562,21,No
10676,37,Female,Marketing,Analyst,5,3,2,3,4,0,2,4,No,6606,4,No
10677,35,Female,Operations,Engineer,3,2,1,2,2,11,5,4,No,16868,5,No
10678,24,Female,R&D,Coordinator,4,3,3,3,3,5,0,1,No,4218,22,No
10679,51,Male,Marketing,Coordinator,5,2,4,3,1,19,7,4,No,19065,21,No
10680,56,Male,Sales,Coordinator,2,2,1,1,1,6,3,4,Yes,18892,29,Yes
10681,47,Female,Sales,Executive,3,1,1,2,3,10,4,4,No,6399,1,No
10682,33,Male,HR,Manager,5,2,1,1,4,8,4,3,No,7143,10,No
10683,52,Male,R&D,Coordinator,5,2,2,1,1,7,5,4,No,11976,3,No
10684,38,Female,R&D,Coordinator,5,3,4,1,1,16,0,3,No,6767,4,No
10685,58,Female,HR,Coordinator,2,2,4,1,4,10,7,3,No,3103,18,No
10686,29,Female,Finance,Engineer,5,2,1,4,3,15,4,5,No,14205,14,No
10687,40,Female,Sales,Coordinator,1,4,1,4,3,8,2,4,No,13326,7,Yes
10688,47,Male,Finance,Specialist,1,3,3,4,4,11,7,2,No,10111,29,No
10689,25,Male,IT,Executive,1,3,4,2,4,3,9,4,No,13337,1,No
10690,36,Male,HR,Manager,5,1,1,4,3,2,2,5,Yes,14216,29,Yes
10691,35,Male,IT,Specialist,3,1,3,2,3,11,2,3,No,8370,25,No
10692,51,Male,Marketing,Coordinator,2,3,1,3,1,17,7,5,Yes,5329,13,Yes
10693,45,Male,IT,Executive,1,3,2,4,3,3,9,5,No,8184,23,No
10694,55,Male,R&D,Executive,1,2,1,3,3,15,7,4,No,10570,26,Yes
10695,40,Male,Finance,Manager,3,3,2,4,2,6,2,5,No,13589,24,No
10696,24,Male,R&D,Manager,1,1,4,1,2,9,3,2,No,17136,28,No
10697,25,Female,Marketing,Manager,2,3,1,4,3,0,5,2,Yes,3115,20,No
10698,32,Male,HR,Engineer,3,1,4,2,4,13,0,0,Yes,14843,6,No
10699,34,Male,Operations,Executive,4,1,4,3,3,17,8,1,No,15778,9,No
10700,39,Male,R&D,Coordinator,2,3,4,1,4,0,1,4,No,14266,5,No
10701,40,Female,IT,Analyst,2,3,2,4,2,6,0,0,No,11292,27,No
10702,54,Female,Marketing,Specialist,5,3,4,1,4,17,4,0,No,18403,27,No
10703,59,Male,IT,Manager,4,1,4,3,3,16,6,0,No,12920,5,No
10704,24,Male,Finance,Executive,4,3,2,2,2,10,7,2,Yes,6562,22,No
10705,56,Female,Finance,Coordinator,3,2,1,4,2,1,4,4,No,10673,12,No
10706,22,Male,HR,Specialist,1,3,4,3,2,7,7,4,No,14390,24,No
10707,56,Female,Finance,Analyst,4,3,3,3,1,4,2,4,No,8293,20,No
10708,57,Male,Sales,Specialist,3,3,2,2,2,3,6,3,No,11309,20,No
10709,59,Female,R&D,Analyst,4,3,2,3,4,2,7,1,Yes,15312,21,No
10710,46,Female,Marketing,Coordinator,2,3,1,1,4,10,4,3,Yes,15512,29,No
10711,34,Male,Marketing,Manager,4,3,3,4,3,14,4,2,Yes,14016,24,No
10712,25,Female,IT,Engineer,1,2,2,3,3,6,6,0,No,9773,8,No
10713,27,Female,Sales,Analyst,3,1,1,4,2,2,1,0,Yes,9888,4,No
10714,32,Female,HR,Manager,1,2,4,4,1,16,2,3,Yes,6714,13,Yes
10715,22,Male,IT,Specialist,5,2,4,2,3,19,8,2,No,6431,4,No
10716,29,Male,Sales,Coordinator,1,4,2,4,4,16,6,1,No,5725,16,No
10717,55,Female,Marketing,Specialist,1,4,1,2,4,19,5,5,No,17376,13,Yes
10718,30,Female,Sales,Specialist,3,2,4,3,2,10,0,1,Yes,15238,29,No
10719,57,Male,Marketing,Coordinator,2,2,4,3,3,17,6,0,No,8943,24,No
10720,58,Male,IT,Coordinator,4,2,1,3,4,5,4,0,No,19192,10,Yes
10721,42,Male,R&D,Engineer,4,3,4,4,2,13,5,4,Yes,11909,21,No
10722,41,Female,R&D,Executive,3,4,4,4,3,4,1,3,No,19745,18,No
10723,59,Male,Operations,Analyst,3,3,3,1,1,14,7,0,No,6898,13,No
10724,22,Male,Sales,Coordinator,2,3,1,4,1,1,9,2,Yes,14604,16,No
10725,56,Male,R&D,Executive,2,3,4,2,1,18,5,1,No,8081,16,No
10726,49,Male,Marketing,Specialist,5,2,3,1,1,14,1,5,No,16887,22,No
10727,28,Female,Sales,Engineer,4,1,4,4,3,8,7,5,Yes,17414,19,No
10728,30,Female,Sales,Manager,4,3,1,1,3,4,0,1,Yes,3962,21,Yes
10729,22,Male,HR,Engineer,5,3,1,4,1,1,1,5,No,4654,15,Yes
10730,57,Female,HR,Coordinator,3,3,4,4,4,0,4,5,No,3518,24,No
10731,55,Male,IT,Executive,4,4,2,1,3,2,5,2,No,17386,27,No
10732,55,Female,Sales,Specialist,1,4,3,2,2,4,4,1,No,4758,14,No
10733,38,Male,HR,Analyst,3,2,4,2,4,19,1,3,No,7707,29,No
10734,53,Male,Marketing,Engineer,3,2,2,4,4,15,2,5,No,16292,18,No
10735,23,Female,IT,Executive,2,3,3,1,4,5,9,2,No,7222,29,No
10736,57,Male,R&D,Executive,5,3,3,2,1,7,3,4,Yes,13289,15,Yes
10737,46,Male,Sales,Manager,3,3,2,2,4,2,7,5,No,19100,1,No
10738,47,Female,HR,Analyst,2,1,3,2,3,11,0,5,No,15980,1,No
10739,47,Male,R&D,Executive,1,4,3,3,4,0,5,1,No,3682,17,No
10740,42,Female,Sales,Analyst,1,4,4,2,4,19,6,3,No,11055,11,No
10741,39,Male,IT,Specialist,4,1,2,4,2,13,8,0,Yes,3584,27,No
10742,50,Male,Sales,Coordinator,5,3,4,4,2,10,2,5,Yes,5848,6,No
10743,45,Female,HR,Engineer,5,4,4,2,3,19,9,2,Yes,4950,16,No
10744,49,Female,R&D,Executive,2,2,3,2,4,6,2,0,No,14165,23,No
10745,33,Male,Sales,Specialist,4,3,2,1,1,3,9,4,No,18783,22,No
10746,32,Male,Sales,Manager,5,3,1,3,2,5,3,0,No,5237,4,No
10747,48,Female,Marketing,Analyst,4,2,2,4,1,13,0,1,No,15076,18,No
10748,44,Female,IT,Coordinator,2,1,3,3,3,9,6,1,No,16533,29,No
10749,54,Male,Operations,Specialist,4,3,1,1,3,3,9,1,No,14316,24,No
10750,37,Male,Sales,Analyst,3,3,4,2,4,12,2,1,No,19926,14,No
10751,49,Male,Operations,Coordinator,3,3,1,2,3,7,4,2,No,17382,9,Yes
10752,49,Female,Operations,Analyst,3,2,1,3,4,17,6,3,No,13458,3,No
10753,59,Male,R&D,Executive,3,3,2,4,1,4,4,1,No,17697,21,No
10754,27,Female,Finance,Analyst,1,3,4,2,1,11,5,4,No,6462,14,No
10755,50,Male,IT,Specialist,1,3,2,3,2,4,3,4,Yes,12822,8,No
10756,55,Female,Operations,Manager,5,3,1,1,2,6,0,5,Yes,6136,14,No
10757,24,Male,R&D,Executive,1,3,3,3,4,18,6,1,No,3792,16,No
10758,27,Female,IT,Engineer,4,3,3,3,1,13,1,3,No,19164,7,No
10759,59,Female,Marketing,Manager,4,3,1,4,3,10,6,4,Yes,17952,16,No
10760,34,Male,HR,Specialist,1,4,3,3,1,19,0,2,No,14002,21,No
10761,57,Female,Operations,Executive,4,3,3,3,2,10,8,5,No,10267,2,No
10762,36,Female,Finance,Coordinator,5,3,2,3,3,2,9,3,No,15177,22,No
10763,27,Female,HR,Coordinator,2,2,4,4,2,12,3,5,No,5920,27,No
10764,54,Male,IT,Analyst,1,3,3,1,3,5,8,3,No,13142,15,No
10765,33,Male,Operations,Manager,3,3,4,4,1,15,2,3,No,16978,1,No
10766,34,Male,Marketing,Executive,4,3,4,2,2,5,1,4,No,6235,12,No
10767,54,Male,Operations,Engineer,4,2,2,2,3,5,4,2,Yes,8265,16,No
10768,49,Female,Finance,Engineer,2,2,1,3,2,5,2,1,No,3838,7,No
10769,57,Female,Sales,Engineer,5,2,3,2,1,12,5,5,No,14813,16,No
10770,26,Male,Finance,Coordinator,4,3,3,4,2,7,3,4,No,12518,9,No
10771,46,Female,Marketing,Executive,3,1,2,3,2,16,3,3,Yes,6520,14,No
10772,38,Female,R&D,Manager,2,2,2,4,4,1,9,3,Yes,10459,21,No
10773,58,Male,R&D,Analyst,4,3,1,2,3,5,4,3,Yes,4452,24,No
10774,40,Male,Marketing,Manager,3,1,4,2,4,5,5,3,No,19646,11,No
10775,56,Female,Marketing,Analyst,4,1,1,4,3,6,9,4,Yes,6019,1,No
10776,55,Male,Marketing,Manager,3,3,3,4,4,0,9,0,Yes,9960,4,No
10777,27,Female,Finance,Manager,2,3,2,2,1,7,9,0,Yes,7007,18,Yes
10778,40,Female,Finance,Executive,5,1,2,2,4,2,5,4,No,13955,11,No
10779,22,Male,Finance,Engineer,1,1,4,4,4,3,6,0,No,5473,25,No
10780,28,Male,Finance,Engineer,1,2,3,4,3,16,6,5,No,14631,13,No
10781,55,Female,Marketing,Engineer,5,4,2,1,4,2,3,4,No,13647,16,No
10782,40,Male,Finance,Engineer,4,3,2,4,3,1,5,4,No,6710,29,No
10783,54,Female,Operations,Manager,2,4,2,3,2,13,3,4,Yes,8102,19,No
10784,47,Female,IT,Engineer,3,3,2,4,1,5,1,3,No,3580,10,No
10785,48,Male,IT,Manager,2,4,3,3,1,17,7,1,No,4502,15,No
10786,59,Male,HR,Analyst,5,4,4,1,3,1,0,5,Yes,15772,19,No
10787,47,Male,R&D,Specialist,4,1,1,1,2,11,4,5,No,18412,12,No
10788,56,Male,R&D,Specialist,4,1,1,1,1,4,2,5,No,7393,1,Yes
10789,41,Female,IT,Analyst,5,3,4,4,1,9,5,0,No,9545,6,No
10790,45,Male,Marketing,Manager,2,2,4,1,2,14,7,4,Yes,15304,6,No
10791,42,Male,Marketing,Engineer,1,3,3,1,4,12,0,2,Yes,4568,10,No
10792,47,Male,IT,Executive,2,1,1,3,3,9,9,3,No,18046,26,Yes
10793,41,Female,HR,Manager,4,4,4,4,3,16,3,2,Yes,13394,19,No
10794,27,Male,Finance,Manager,4,3,2,1,4,12,3,5,No,8531,24,No
10795,24,Male,IT,Analyst,5,3,3,3,3,6,5,0,No,7426,21,No
10796,31,Male,Marketing,Analyst,2,3,4,3,2,3,0,0,Yes,12450,23,No
10797,33,Male,IT,Executive,1,3,1,4,2,1,5,2,No,5929,16,No
10798,54,Male,HR,Engineer,2,3,2,2,1,4,9,4,No,13289,10,No
10799,43,Female,Finance,Specialist,4,3,4,2,4,9,8,2,No,10928,25,No
10800,37,Female,R&D,Coordinator,2,3,1,4,2,18,0,4,Yes,6409,4,Yes
10801,38,Female,Marketing,Engineer,4,3,3,2,3,8,2,3,No,10437,17,No
10802,31,Male,Marketing,Engineer,4,3,1,1,1,1,4,4,No,14595,18,Yes
10803,33,Male,IT,Coordinator,3,3,1,1,2,8,9,2,No,10452,4,No
10804,40,Female,Sales,Coordinator,1,3,1,4,4,12,1,1,No,5661,29,Yes
10805,44,Male,R&D,Manager,5,3,3,2,2,0,2,3,No,6219,27,No
10806,31,Female,R&D,Executive,1,1,4,1,1,14,1,3,No,18722,19,No
10807,31,Male,Sales,Manager,2,3,4,2,3,12,3,2,Yes,14318,20,No
10808,31,Female,HR,Analyst,3,3,2,3,4,13,7,5,No,9955,3,No
10809,51,Female,Operations,Coordinator,4,1,4,3,3,10,8,1,No,4874,8,No
10810,25,Male,Finance,Specialist,1,2,3,4,2,1,7,1,No,13706,25,Yes
10811,22,Male,Finance,Executive,4,4,1,3,4,0,9,5,No,15956,14,Yes
10812,40,Male,R&D,Executive,4,3,3,3,1,10,9,0,No,11793,28,No
10813,26,Male,Sales,Engineer,3,3,1,2,2,15,0,1,Yes,19556,16,Yes
10814,51,Male,Marketing,Manager,1,3,4,3,1,4,8,0,Yes,3233,12,No
10815,47,Female,R&D,Engineer,3,3,2,4,2,18,4,4,No,13418,10,No
10816,55,Male,R&D,Engineer,4,3,2,3,3,9,1,4,No,13713,25,No
10817,23,Female,Marketing,Executive,1,4,4,1,1,19,8,5,No,19010,2,No
10818,45,Male,Marketing,Specialist,4,4,1,4,3,14,1,5,No,14714,6,Yes
10819,35,Female,IT,Analyst,4,4,4,4,3,1,0,4,No,6000,14,No
10820,34,Female,HR,Engineer,1,1,3,4,1,2,2,0,No,18211,6,No
10821,50,Female,Finance,Coordinator,5,3,4,3,4,13,5,1,No,14305,16,No
10822,22,Male,Operations,Specialist,3,3,4,3,1,16,2,2,Yes,3227,24,Yes
10823,55,Female,Sales,Coordinator,2,3,1,4,2,6,5,5,Yes,16695,4,No
10824,25,Male,Operations,Engineer,4,3,4,2,1,13,2,3,No,14436,17,No
10825,49,Female,Sales,Specialist,3,3,3,4,2,9,9,1,No,19597,28,No
10826,40,Male,Finance,Manager,3,4,4,1,1,15,1,0,No,17240,14,No
10827,22,Female,HR,Coordinator,1,3,3,1,3,13,1,2,No,14227,29,No
10828,57,Male,Operations,Analyst,1,3,4,1,1,13,3,0,No,3930,3,No
10829,34,Male,Sales,Executive,1,2,1,1,4,9,2,0,No,11686,2,No
10830,26,Female,R&D,Manager,3,3,2,4,1,14,7,3,No,11610,7,No
10831,54,Female,Marketing,Engineer,1,3,2,4,2,17,0,2,Yes,4130,21,No
10832,35,Male,Finance,Engineer,2,3,3,4,2,0,5,4,No,15078,9,No
10833,37,Female,HR,Analyst,3,1,4,4,4,2,5,1,No,9207,20,No
10834,53,Male,Marketing,Coordinator,1,4,1,4,4,8,4,5,No,3255,3,Yes
10835,48,Male,IT,Coordinator,4,1,4,2,3,9,9,4,Yes,5584,25,No
10836,56,Female,R&D,Analyst,3,4,1,2,4,4,7,0,No,12269,7,Yes
10837,24,Male,HR,Analyst,5,4,1,2,1,4,0,3,No,13364,1,Yes
10838,25,Female,Sales,Engineer,5,4,4,4,2,14,4,2,No,18782,17,No
10839,28,Male,R&D,Engineer,3,4,4,3,4,3,3,3,Yes,5986,14,No
10840,34,Male,IT,Executive,3,2,2,4,4,3,7,5,No,16237,3,No
10841,24,Male,IT,Analyst,5,3,4,1,1,17,9,3,No,19902,3,No
10842,38,Male,HR,Specialist,4,4,2,4,3,6,1,2,No,6505,17,No
10843,31,Female,Finance,Executive,4,1,3,1,2,19,9,2,No,19057,16,No
10844,22,Male,Operations,Specialist,4,3,2,2,3,0,6,5,Yes,7651,1,No
10845,49,Female,IT,Manager,2,3,2,1,4,13,1,2,No,4366,2,No
10846,31,Male,IT,Analyst,2,3,1,4,2,6,7,3,No,8417,2,Yes
10847,28,Male,Marketing,Executive,4,4,1,3,4,18,4,0,No,6712,3,No
10848,24,Female,Operations,Coordinator,5,3,2,1,1,8,1,5,No,8758,27,No
10849,28,Male,R&D,Executive,2,2,3,3,2,11,0,3,No,13767,10,No
10850,30,Male,Finance,Manager,1,3,1,4,3,9,8,0,Yes,18085,3,No
10851,56,Female,Finance,Manager,2,3,3,4,2,5,1,1,No,11032,16,No
10852,47,Male,Marketing,Manager,5,3,2,1,4,2,0,0,No,18279,13,No
10853,26,Male,HR,Executive,5,4,4,1,1,10,6,1,No,11898,25,No
10854,34,Male,R&D,Engineer,3,3,2,2,1,0,5,4,No,18520,17,No
10855,51,Female,Marketing,Specialist,5,3,4,3,3,0,7,1,No,7826,21,No
10856,31,Female,Finance,Coordinator,4,3,1,1,3,6,9,3,Yes,14778,26,No
10857,44,Female,HR,Coordinator,5,4,1,4,4,10,2,4,No,19978,2,Yes
10858,32,Female,Finance,Specialist,2,3,1,1,2,9,2,3,No,10867,5,No
10859,33,Female,R&D,Coordinator,2,2,1,4,1,1,5,3,No,5109,21,No
10860,34,Female,Finance,Manager,2,4,2,2,1,6,5,1,No,12673,19,No
10861,37,Female,Marketing,Coordinator,5,3,2,3,4,0,2,2,No,6540,12,No
10862,30,Female,Finance,Engineer,4,2,1,3,2,4,5,3,No,10278,2,No
10863,31,Male,Finance,Engineer,4,2,3,2,2,17,0,4,No,8124,24,No
10864,50,Female,Operations,Manager,3,2,4,1,3,2,0,3,No,12785,2,No
10865,30,Male,Sales,Analyst,1,4,1,3,3,4,4,2,No,12010,2,Yes
10866,54,Male,R&D,Executive,4,1,1,2,2,9,3,2,Yes,3568,29,Yes
10867,45,Male,Operations,Analyst,2,3,1,2,4,4,1,5,No,12048,2,No
10868,56,Male,Sales,Engineer,3,3,3,2,2,17,2,3,No,19467,15,No
10869,32,Male,IT,Manager,4,1,1,2,2,13,0,2,Yes,11079,10,No
10870,34,Female,Finance,Executive,4,3,4,2,1,3,5,5,No,13009,6,No
10871,44,Female,Finance,Specialist,1,1,4,4,4,6,9,1,No,4537,19,No
10872,46,Male,Marketing,Coordinator,1,4,2,1,4,18,4,0,No,12050,13,No
10873,37,Female,Operations,Engineer,1,3,3,3,4,19,9,2,No,12785,21,No
10874,42,Female,HR,Executive,4,3,2,2,4,6,5,3,Yes,18333,19,No
10875,31,Female,R&D,Executive,4,4,3,4,3,10,5,2,Yes,14300,16,No
10876,40,Female,Sales,Analyst,2,3,3,1,3,16,1,3,No,11475,7,No
10877,56,Female,Finance,Specialist,5,3,4,1,1,13,7,4,No,7789,28,No
10878,49,Male,R&D,Analyst,1,4,1,4,3,7,5,3,Yes,14949,29,Yes
10879,23,Male,Finance,Analyst,2,3,4,2,4,18,1,4,No,8909,19,No
10880,51,Male,Finance,Analyst,2,3,2,3,2,1,0,5,No,17092,1,No
10881,26,Male,Finance,Analyst,3,3,3,2,1,7,8,0,Yes,7907,24,Yes
