employeeid,age,gender,department,jobrole,educationlevel,performancerating,jobsatisfaction,environmentsatisfaction,worklifebalance,yearsatcompany,yearsincurrentrole,trainingtimeslastyear,overtime,monthlyincome,distancefromhome,attrition,attrition_flag,age_bin,income_bin,distance_bin,tenure_bin,low_job_satisfaction,poor_work_life,long_role_stagnation,long_commute,attrition_probability,attrition_risk_score
10585,40,Female,R&D,Analyst,4,4,4,3,2,11,4,4,Yes,9798,15,No,0,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",0,1,1,1,0.015715512066764917,1.6
10586,47,Male,Operations,Engineer,5,4,3,2,4,18,1,3,No,17696,22,No,0,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,0,0,1,0.028259959908819243,2.8
10587,46,Male,HR,Engineer,5,1,1,2,3,17,2,0,No,6240,16,No,0,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",1,0,0,1,0.4167282053637343,41.7
10588,38,Female,HR,Executive,5,3,3,3,2,11,6,5,Yes,16405,11,No,0,"(30, 40]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.12632301113333028,12.6
10589,31,Female,Marketing,Coordinator,4,3,4,2,3,0,0,4,No,7533,27,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]",,0,0,0,1,0.012399023887845497,1.2
10590,32,Male,Operations,Engineer,3,4,3,3,3,9,3,3,No,17620,29,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.058605191637484795,5.9
10591,32,Male,Sales,Analyst,4,2,4,3,1,1,6,0,Yes,16123,2,No,0,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(0, 2]",0,1,1,0,0.035992243357743044,3.6
10592,33,Male,HR,Specialist,2,4,2,3,3,13,4,4,No,15297,23,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.057788951696968044,5.8
10593,29,Female,HR,Specialist,3,3,3,3,2,19,4,0,Yes,11786,4,No,0,"(18, 30]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.11132627919295116,11.1
10594,45,Female,HR,Engineer,4,3,3,2,4,15,2,2,Yes,19735,21,No,0,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,0,0,1,0.08507967729536177,8.5
10595,35,Female,IT,Manager,2,2,2,1,2,18,7,5,No,17393,6,No,0,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.06244600901152983,6.2
10596,44,Female,R&D,Manager,1,1,3,4,1,13,2,5,No,8689,12,No,0,"(40, 50]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",0,1,0,0,0.14148918840780664,14.1
10597,57,Male,R&D,Coordinator,2,3,4,1,2,13,6,5,No,13468,14,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.007934365060009324,0.8
10598,38,Male,HR,Manager,5,2,2,3,3,3,0,2,No,11104,4,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(2, 5]",1,0,0,0,0.10319548645208741,10.3
10599,26,Male,Finance,Engineer,3,3,3,3,4,10,2,4,No,7292,25,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(5, 10]",0,0,0,1,0.03545972029620752,3.5
10600,24,Female,IT,Engineer,4,3,4,3,2,1,0,2,No,14263,22,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(0, 2]",0,1,0,1,0.00973414361655423,1.0
10601,30,Male,HR,Engineer,4,4,4,1,3,6,3,5,No,16686,15,No,0,"(18, 30]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",0,0,1,1,0.009330376955634673,0.9
10602,41,Female,Sales,Analyst,5,1,1,4,2,12,2,2,No,6857,11,No,0,"(40, 50]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,1,0,0,0.39963117789775315,40.0
10603,41,Male,Marketing,Manager,3,3,1,1,4,7,8,3,Yes,11497,20,No,0,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",1,0,1,1,0.4410159515217861,44.1
10604,40,Female,Marketing,Executive,3,1,1,4,2,11,1,1,No,19834,23,Yes,1,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,1,0,1,0.47052792953620853,47.1
10605,42,Female,IT,Coordinator,5,3,2,3,2,6,4,2,No,9420,16,No,0,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",1,1,1,1,0.07182639201650215,7.2
10606,37,Male,Finance,Analyst,3,4,4,2,3,1,9,4,No,5289,7,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(0, 2]",0,0,1,0,0.006909586514582758,0.7
10607,54,Male,Sales,Coordinator,5,3,2,2,4,5,2,3,No,17697,12,No,0,"(50, 65]","(15743.5, 19999.0]","(8.0, 15.0]","(2, 5]",1,0,0,0,0.044890252441190076,4.5
10608,26,Male,Operations,Coordinator,2,4,2,1,3,10,2,4,No,12510,20,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",1,0,0,1,0.0686089521710744,6.9
10609,45,Male,Operations,Analyst,5,4,2,2,1,16,4,2,Yes,14985,14,Yes,1,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.16831075943878532,16.8
10610,36,Male,R&D,Engineer,4,2,2,2,3,14,1,0,Yes,15466,1,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",1,0,0,0,0.14540825804583749,14.5
10611,47,Male,IT,Engineer,1,1,2,4,4,19,4,0,Yes,19712,14,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",1,0,1,0,0.06570057558401352,6.6
10612,46,Female,R&D,Analyst,2,3,3,3,3,10,2,2,Yes,8455,5,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",0,0,0,0,0.1273929074688565,12.7
10613,49,Male,R&D,Engineer,4,3,1,2,2,8,1,0,Yes,19496,20,Yes,1,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",1,1,0,1,0.6217225481506886,62.2
10614,54,Female,IT,Manager,2,3,2,3,4,16,4,1,No,3273,18,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",1,0,1,1,0.03293336403916501,3.3
10615,39,Female,Marketing,Analyst,4,3,3,3,4,19,2,4,Yes,11680,25,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,0,0,1,0.060410896481761935,6.0
10616,39,Female,Operations,Coordinator,3,1,3,3,2,9,7,5,No,8616,26,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.08541446398573735,8.5
10617,59,Male,IT,Analyst,5,4,4,3,1,3,1,1,No,19617,5,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(2, 5]",0,1,0,0,0.012246688743348342,1.2
10618,54,Male,Sales,Analyst,4,2,2,2,1,3,6,3,Yes,16077,18,Yes,1,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]","(2, 5]",1,1,1,1,0.26766717009026336,26.8
10619,48,Male,Finance,Engineer,4,1,1,1,1,15,7,5,No,4076,3,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.5399774493118445,54.0
10620,36,Male,R&D,Analyst,3,3,4,2,2,0,6,2,No,9937,16,No,0,"(30, 40]","(7292.0, 11588.5]","(15.0, 22.0]",,0,1,1,1,0.009803397031005873,1.0
10621,34,Male,Marketing,Executive,1,3,2,1,1,6,1,4,No,7274,10,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",1,1,0,0,0.1261898470949404,12.6
10622,55,Male,Operations,Executive,1,3,4,1,2,1,8,5,No,12299,18,No,0,"(50, 65]","(11588.5, 15743.5]","(15.0, 22.0]","(0, 2]",0,1,1,1,0.0097418999077518,1.0
10623,25,Female,R&D,Manager,5,4,1,3,4,3,9,2,No,18721,18,No,0,"(18, 30]","(15743.5, 19999.0]","(15.0, 22.0]","(2, 5]",1,0,1,1,0.27466037859263576,27.5
10624,56,Female,Marketing,Analyst,3,3,1,2,2,1,5,2,No,8080,1,Yes,1,"(50, 65]","(7292.0, 11588.5]","(0.999, 8.0]","(0, 2]",1,1,1,0,0.4331130705759093,43.3
10625,40,Female,HR,Analyst,2,1,2,4,1,15,8,1,No,16464,13,No,0,"(30, 40]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.1268222775082236,12.7
10626,52,Female,Finance,Coordinator,4,2,1,1,3,3,2,0,Yes,18893,3,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(2, 5]",1,0,0,0,0.7161092608507617,71.6
10627,46,Female,Sales,Engineer,5,1,1,1,1,9,8,0,No,18800,13,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",1,1,1,0,0.5983682034505945,59.8
10628,33,Male,R&D,Coordinator,1,2,1,2,4,9,2,4,No,12291,2,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",1,0,0,0,0.29618382465670984,29.6
10629,33,Male,HR,Specialist,2,4,2,4,4,2,2,4,No,19715,10,No,0,"(30, 40]","(15743.5, 19999.0]","(8.0, 15.0]","(0, 2]",1,0,0,0,0.039513646658090915,4.0
10630,46,Female,HR,Coordinator,3,4,4,4,4,8,7,4,No,5407,6,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.0039842981815650285,0.4
10631,54,Female,Marketing,Specialist,4,3,4,1,1,6,5,3,No,9839,26,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.017386497490344117,1.7
10632,58,Female,Finance,Analyst,4,3,4,2,2,18,0,5,No,19450,22,No,0,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.009134158142291123,0.9
10633,49,Male,Operations,Manager,1,3,4,4,2,7,1,0,No,12996,20,No,0,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",0,1,0,1,0.010080783763702625,1.0
10634,30,Male,Operations,Executive,1,2,4,3,3,17,9,3,Yes,6750,29,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.012729266327300578,1.3
10635,35,Male,R&D,Analyst,5,1,4,4,2,3,7,4,No,3039,8,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(2, 5]",0,1,1,0,0.008846155261639092,0.9
10636,24,Male,R&D,Analyst,4,3,4,1,3,4,6,1,Yes,4545,27,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(2, 5]",0,0,1,1,0.017986606717304416,1.8
10637,26,Male,Operations,Manager,4,1,1,3,4,15,7,4,No,4265,23,Yes,1,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.2574632935241662,25.7
10638,47,Male,Sales,Manager,4,4,4,4,3,17,7,1,Yes,10722,2,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.010614449648629226,1.1
10639,39,Male,Sales,Specialist,4,3,1,4,3,5,5,0,No,7319,11,Yes,1,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",1,0,1,0,0.3408693206835983,34.1
10640,59,Female,HR,Analyst,2,2,3,4,3,11,6,2,Yes,4348,17,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,0,1,1,0.1390689826058109,13.9
10641,42,Female,Finance,Analyst,3,3,2,1,1,19,5,2,No,10848,12,No,0,"(40, 50]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.10860378331979156,10.9
10642,37,Male,Sales,Engineer,2,3,1,3,4,4,0,4,No,12718,5,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(2, 5]",1,0,0,0,0.27105221824854436,27.1
10643,44,Female,R&D,Executive,3,3,2,1,1,18,4,0,No,12459,21,No,0,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.12182260287104896,12.2
10644,50,Male,Marketing,Engineer,2,4,2,4,4,12,9,1,No,3039,6,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.022660677686308025,2.3
10645,31,Female,Sales,Engineer,5,3,3,2,1,12,0,2,Yes,3755,19,No,0,"(30, 40]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.21645847938320234,21.6
10646,26,Male,Finance,Executive,3,3,4,3,1,3,1,2,Yes,19290,18,No,0,"(18, 30]","(15743.5, 19999.0]","(15.0, 22.0]","(2, 5]",0,1,0,1,0.04127397918395933,4.1
10647,32,Male,R&D,Analyst,4,3,3,2,4,10,4,0,No,11263,4,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.033633833042919566,3.4
10648,50,Female,Finance,Specialist,3,3,1,1,4,5,1,1,No,19377,11,Yes,1,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(2, 5]",1,0,0,0,0.33333909266319844,33.3
10649,48,Male,Operations,Executive,4,2,1,3,2,8,3,2,No,12511,24,Yes,1,"(40, 50]","(11588.5, 15743.5]","(22.0, 29.0]","(5, 10]",1,1,1,1,0.4286311487111235,42.9
10650,55,Female,Finance,Manager,5,1,1,3,3,19,2,0,No,9516,14,Yes,1,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",1,0,0,0,0.437263100054279,43.7
10651,35,Male,Finance,Analyst,3,2,2,4,4,6,8,0,No,15367,17,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",1,0,1,1,0.04322212418299559,4.3
10652,31,Female,Finance,Executive,1,2,4,1,2,11,9,3,No,14342,11,No,0,"(30, 40]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.00938062797400617,0.9
10653,32,Male,R&D,Executive,4,4,4,4,1,9,4,5,No,4102,7,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",0,1,1,0,0.010537107421339655,1.1
10654,32,Female,Finance,Coordinator,3,4,4,4,3,2,1,0,No,10675,2,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(0, 2]",0,0,0,0,0.010100458549904406,1.0
10655,56,Male,Finance,Executive,2,3,3,1,3,6,9,2,No,16373,3,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.06663244932107733,6.7
10656,40,Female,Marketing,Specialist,3,3,3,4,2,9,5,1,No,10026,29,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.06169239928382872,6.2
10657,45,Female,Marketing,Engineer,4,3,1,1,1,0,5,5,No,18291,18,No,0,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]",,1,1,1,1,0.6294595904018887,62.9
10658,22,Female,IT,Engineer,1,3,4,2,4,11,4,0,No,17462,3,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.004028960958810442,0.4
10659,33,Female,IT,Coordinator,1,3,4,4,2,0,2,2,No,4317,27,No,0,"(30, 40]","(2999.999, 7292.0]","(22.0, 29.0]",,0,1,0,1,0.009199181501329161,0.9
10660,35,Male,Marketing,Executive,2,3,3,3,3,12,7,5,No,19568,19,No,0,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,0,1,1,0.053674219303210716,5.4
10661,24,Female,HR,Executive,5,3,2,3,1,6,4,5,No,16774,5,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",1,1,1,0,0.13847111742648377,13.8
10662,53,Male,R&D,Engineer,1,3,4,2,1,17,9,3,No,12143,5,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.010529647245180683,1.1
10663,37,Male,IT,Specialist,5,3,1,3,2,7,8,1,No,13904,19,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",1,1,1,1,0.3084180089689001,30.8
10664,59,Male,Finance,Analyst,4,4,4,2,2,5,3,4,No,5747,23,No,0,"(50, 65]","(2999.999, 7292.0]","(22.0, 29.0]","(2, 5]",0,1,1,1,0.00858524360375245,0.9
10665,31,Male,Sales,Engineer,3,3,3,2,2,14,3,4,No,7800,22,No,0,"(30, 40]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",0,1,1,1,0.056672767475553665,5.7
10666,38,Male,Finance,Executive,5,1,4,4,1,17,1,5,No,12663,28,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,1,0,1,0.01588380756614116,1.6
10667,25,Male,Sales,Specialist,4,3,1,1,4,3,2,0,No,14819,25,Yes,1,"(18, 30]","(11588.5, 15743.5]","(22.0, 29.0]","(2, 5]",1,0,0,1,0.2868605314300429,28.7
10668,36,Male,Marketing,Specialist,4,3,2,2,4,11,6,4,Yes,18316,4,No,0,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.06764693916588929,6.8
10669,54,Male,Marketing,Coordinator,4,2,2,3,3,7,5,1,No,6053,14,No,0,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",1,0,1,0,0.07414969666661568,7.4
10670,31,Female,Operations,Executive,2,3,1,3,1,4,6,1,No,8534,1,Yes,1,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(2, 5]",1,1,1,0,0.5504522851270549,55.0
10671,28,Female,Operations,Manager,2,3,1,1,4,1,6,2,No,13260,27,Yes,1,"(18, 30]","(11588.5, 15743.5]","(22.0, 29.0]","(0, 2]",1,0,1,1,0.3484710826733942,34.8
10672,54,Male,Marketing,Specialist,5,3,4,4,1,17,8,4,Yes,17908,26,Yes,1,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.020429281386601786,2.0
10673,38,Female,Marketing,Engineer,4,4,4,3,1,3,2,4,No,9427,23,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(2, 5]",0,1,0,1,0.01574673049626258,1.6
10674,33,Female,R&D,Manager,5,3,3,4,1,18,5,5,Yes,3642,6,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.1739586689512688,17.4
10675,38,Male,R&D,Coordinator,1,2,2,2,2,7,1,2,No,11562,21,No,0,"(30, 40]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",1,1,0,1,0.09909784215623843,9.9
10676,37,Female,Marketing,Analyst,5,3,2,3,4,0,2,4,No,6606,4,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]",,1,0,0,0,0.04495616283408927,4.5
10677,35,Female,Operations,Engineer,3,2,1,2,2,11,5,4,No,16868,5,No,0,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.4249335465152671,42.5
10678,24,Female,R&D,Coordinator,4,3,3,3,3,5,0,1,No,4218,22,No,0,"(18, 30]","(2999.999, 7292.0]","(15.0, 22.0]","(2, 5]",0,0,0,1,0.08371106451496449,8.4
10679,51,Male,Marketing,Coordinator,5,2,4,3,1,19,7,4,No,19065,21,No,0,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,1,1,1,0.012815895915498947,1.3
10680,56,Male,Sales,Coordinator,2,2,1,1,1,6,3,4,Yes,18892,29,Yes,1,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",1,1,1,1,0.7891186107712503,78.9
10681,47,Female,Sales,Executive,3,1,1,2,3,10,4,4,No,6399,1,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.4400258266708282,44.0
10682,33,Male,HR,Manager,5,2,1,1,4,8,4,3,No,7143,10,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",1,0,1,0,0.3124142087558759,31.2
10683,52,Male,R&D,Coordinator,5,2,2,1,1,7,5,4,No,11976,3,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",1,1,1,0,0.14901978751137246,14.9
10684,38,Female,R&D,Coordinator,5,3,4,1,1,16,0,3,No,6767,4,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,1,0,0,0.01579529678068915,1.6
10685,58,Female,HR,Coordinator,2,2,4,1,4,10,7,3,No,3103,18,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",0,0,1,1,0.006210409435823671,0.6
10686,29,Female,Finance,Engineer,5,2,1,4,3,15,4,5,No,14205,14,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,0,1,0,0.38375216125241013,38.4
10687,40,Female,Sales,Coordinator,1,4,1,4,3,8,2,4,No,13326,7,Yes,1,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",1,0,0,0,0.36845829991663387,36.8
10688,47,Male,Finance,Specialist,1,3,3,4,4,11,7,2,No,10111,29,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.03087769493021974,3.1
10689,25,Male,IT,Executive,1,3,4,2,4,3,9,4,No,13337,1,No,0,"(18, 30]","(11588.5, 15743.5]","(0.999, 8.0]","(2, 5]",0,0,1,0,0.0034487739525761317,0.3
10690,36,Male,HR,Manager,5,1,1,4,3,2,2,5,Yes,14216,29,Yes,1,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(0, 2]",1,0,0,1,0.6942647891516017,69.4
10691,35,Male,IT,Specialist,3,1,3,2,3,11,2,3,No,8370,25,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",0,0,0,1,0.061707663428877804,6.2
10692,51,Male,Marketing,Coordinator,2,3,1,3,1,17,7,5,Yes,5329,13,Yes,1,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.6233003445401735,62.3
10693,45,Male,IT,Executive,1,3,2,4,3,3,9,5,No,8184,23,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(2, 5]",1,0,1,1,0.0511295437307161,5.1
10694,55,Male,R&D,Executive,1,2,1,3,3,15,7,4,No,10570,26,Yes,1,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.35650825545660453,35.7
10695,40,Male,Finance,Manager,3,3,2,4,2,6,2,5,No,13589,24,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(5, 10]",1,1,0,1,0.08487222790409044,8.5
10696,24,Male,R&D,Manager,1,1,4,1,2,9,3,2,No,17136,28,No,0,"(18, 30]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.01431622236900996,1.4
10697,25,Female,Marketing,Manager,2,3,1,4,3,0,5,2,Yes,3115,20,No,0,"(18, 30]","(2999.999, 7292.0]","(15.0, 22.0]",,1,0,1,1,0.6333098682767271,63.3
10698,32,Male,HR,Engineer,3,1,4,2,4,13,0,0,Yes,14843,6,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",0,0,0,0,0.013036454781918564,1.3
10699,34,Male,Operations,Executive,4,1,4,3,3,17,8,1,No,15778,9,No,0,"(30, 40]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",0,0,1,0,0.006989911999376381,0.7
10700,39,Male,R&D,Coordinator,2,3,4,1,4,0,1,4,No,14266,5,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]",,0,0,0,0,0.006643402584412743,0.7
10701,40,Female,IT,Analyst,2,3,2,4,2,6,0,0,No,11292,27,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",1,1,0,1,0.0694064919256255,6.9
10702,54,Female,Marketing,Specialist,5,3,4,1,4,17,4,0,No,18403,27,No,0,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.0044583952674883045,0.4
10703,59,Male,IT,Manager,4,1,4,3,3,16,6,0,No,12920,5,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.007197696747152105,0.7
10704,24,Male,Finance,Executive,4,3,2,2,2,10,7,2,Yes,6562,22,No,0,"(18, 30]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",1,1,1,1,0.12841946278832675,12.8
10705,56,Female,Finance,Coordinator,3,2,1,4,2,1,4,4,No,10673,12,No,0,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]","(0, 2]",1,1,1,0,0.501897682972265,50.2
10706,22,Male,HR,Specialist,1,3,4,3,2,7,7,4,No,14390,24,No,0,"(18, 30]","(11588.5, 15743.5]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.008089404334039756,0.8
10707,56,Female,Finance,Analyst,4,3,3,3,1,4,2,4,No,8293,20,No,0,"(50, 65]","(7292.0, 11588.5]","(15.0, 22.0]","(2, 5]",0,1,0,1,0.1392494698316292,13.9
10708,57,Male,Sales,Specialist,3,3,2,2,2,3,6,3,No,11309,20,No,0,"(50, 65]","(7292.0, 11588.5]","(15.0, 22.0]","(2, 5]",1,1,1,1,0.07416470574529194,7.4
10709,59,Female,R&D,Analyst,4,3,2,3,4,2,7,1,Yes,15312,21,No,0,"(50, 65]","(11588.5, 15743.5]","(15.0, 22.0]","(0, 2]",1,0,1,1,0.09863938385739253,9.9
10710,46,Female,Marketing,Coordinator,2,3,1,1,4,10,4,3,Yes,15512,29,No,0,"(40, 50]","(11588.5, 15743.5]","(22.0, 29.0]","(5, 10]",1,0,1,1,0.48643858908933474,48.6
10711,34,Male,Marketing,Manager,4,3,3,4,3,14,4,2,Yes,14016,24,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.11619932574077196,11.6
10712,25,Female,IT,Engineer,1,2,2,3,3,6,6,0,No,9773,8,No,0,"(18, 30]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.06719686567788331,6.7
10713,27,Female,Sales,Analyst,3,1,1,4,2,2,1,0,Yes,9888,4,No,0,"(18, 30]","(7292.0, 11588.5]","(0.999, 8.0]","(0, 2]",1,1,0,0,0.6656222508991416,66.6
10714,32,Female,HR,Manager,1,2,4,4,1,16,2,3,Yes,6714,13,Yes,1,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,1,0,0,0.03451721688696164,3.5
10715,22,Male,IT,Specialist,5,2,4,2,3,19,8,2,No,6431,4,No,0,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.00438716296352984,0.4
10716,29,Male,Sales,Coordinator,1,4,2,4,4,16,6,1,No,5725,16,No,0,"(18, 30]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",1,0,1,1,0.026161324533888898,2.6
